vibe_x_mean,vibe_y_mean,vibe_z_mean,vibe_x_max,vibe_y_max,vibe_z_max,vibe_z_std,vibe_clip_total,vibe_z_tanomaly,mag_field_mean,mag_field_max,mag_field_range,mag_field_std,mag_x_range,mag_y_range,mag_tanomaly,bat_volt_min,bat_volt_max,bat_volt_range,bat_volt_std,bat_curr_mean,bat_curr_max,bat_curr_std,bat_margin,bat_sag_ratio,volt_tanomaly,bat_power_mean,bat_power_max,bat_sag_per_amp,bat_low_voltage_pct,bat_current_spike_pct,gps_hdop_mean,gps_hdop_max,gps_nsats_mean,gps_nsats_min,gps_fix_pct,gps_hdop_tanomaly,motor_spread_mean,motor_spread_max,motor_spread_std,motor_output_mean,motor_output_std,motor_max_output,motor_hover_ratio,motor_spread_tanomaly,motor_saturation_pct,motor_all_high_pct,att_roll_std,att_pitch_std,att_roll_max,att_pitch_max,att_desroll_err,att_early_divergence,att_time_to_crash_sec,ekf_vel_var_mean,ekf_vel_var_max,ekf_pos_var_mean,ekf_pos_var_max,ekf_hgt_var_mean,ekf_hgt_var_max,ekf_compass_var_mean,ekf_compass_var_max,ekf_flags_error_pct,ekf_lane_switch_count,ekf_pos_var_tanomaly,imu_acc_x_std,imu_acc_y_std,imu_acc_z_std,imu_gyr_x_std,imu_gyr_y_std,imu_gyr_z_std,ctrl_thr_out_mean,ctrl_thr_hover_ratio,ctrl_alt_error_max,ctrl_alt_error_std,ctrl_climb_rate_std,ctrl_thr_saturated_pct,pid_rate_err_mean,pid_rate_err_max,pid_rate_err_std,pid_oscillation_pct,pid_rate_tracking_corr,sys_long_loops,sys_max_loop_time,sys_cpu_load_mean,sys_internal_errors,sys_vcc_min,sys_vcc_range,sys_vservo_min,evt_error_count,evt_failsafe_count,evt_mode_change_count,evt_unexpected_mode_changes,evt_crash_detected,evt_gps_lost_count,evt_rc_lost_count,evt_radio_failsafe_count,fft_dominant_freq_x,fft_dominant_freq_y,fft_dominant_freq_z,fft_peak_power_x,fft_peak_power_y,fft_peak_power_z,fft_noise_floor
0.004203519815734277,0.004223648151382804,0.024921885084671278,0.006207353435456753,0.006274439860135317,1.214808464050293,0.10487352155905552,0.0,-1.0,501.69580015033046,502.5156713974202,1.1964118431916404,0.103818044469614,3.0,5.0,423494701.0,12.587977409362793,12.587977409362793,0.0,0.0,26.427825865944225,44.70185852050781,10.339402858962497,2.087977409362793,0.0,-1.0,332.67287497907967,562.705985212684,0.0,0.0,0.0,1.2099999999999997,1.21,10.0,10.0,1.0,-1.0,0.5778894472361809,1.0,0.49389597488665776,1542.7866666666666,191.44329314156943,1747.0,4324.8894052935575,-1.0,0.0,0.0,0.05005925377878589,0.048703593296593635,0.25,0.25,0.028266666666666662,0.22,-1.0,0.019366666666666667,0.04,0.0,0.0,0.016283333333333334,0.03,0.005516666666666666,0.01,0.0,0.0,-1.0,0.0021403501440859798,0.0021595783479530233,0.4966331063180212,0.002573514724381692,0.0027105207910440485,0.0005640098122997189,0.3406126201247935,0.932180092083716,0.5421402454376221,0.08644038688183796,89.2538872480571,0.0,0.13824026106310258,1.3605075608938932,0.19026603212304968,0.3349397590361446,0.38007426760269597,16.0,32487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004184656678310906,0.004199123487342149,0.007786230183361719,0.006207353435456753,0.006417884491384029,0.1527700126171112,0.010619438443123555,0.0,-1.0,501.647611854699,501.6722037346698,0.047842284789624046,0.01368005142768301,0.0,2.0,438494532.0,12.587977409362793,12.587977409362793,0.0,0.0,30.13830134073893,30.659822463989258,0.6166899638695897,2.087977409362793,0.0,-1.0,379.3802564337901,385.94515255177066,0.0,0.0,0.0,1.2099999999999997,1.21,10.0,10.0,1.0,-1.0,0.65,1.0,0.47696960070847283,1615.025,6.388743355830368,1619.0,4527.3949164180585,-1.0,0.0,0.0,0.033696092750742875,0.036093628246547896,0.25,0.25,0.008499999999999999,0.020000000000000018,-1.0,0.029400000000000003,0.03,0.0,0.0,0.018716666666666666,0.03,0.008483333333333332,0.01,0.0,0.0,-1.0,0.001288583478378273,0.0015669483707873957,0.14339363927794302,0.001786932369419759,0.0016097449018498975,0.0008014533293830775,0.3742519277334213,1.0242433070425576,0.09387397766113281,0.014924738485193956,20.170275159253528,0.0,0.0808150483582843,0.384359298273921,0.06665671318317049,0.44254278728606355,0.49166305279432543,14.0,3332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.006388134546577931,0.007816074624812852,0.00846921158527645,0.034696485847234726,0.04536902531981468,0.03639183193445206,0.0057393426282505095,0.0,-1.0,501.66999473319794,502.3405219569689,1.3355319618592034,0.19074693460480469,160.0,361.0,453494363.0,12.587977409362793,12.587977409362793,0.0,0.0,29.516796442667644,30.99217987060547,1.076370349952394,2.087977409362793,0.0,-1.0,371.5567668170603,390.12886007808993,0.0,0.0,0.0,1.2099999999999997,1.21,10.0,10.0,1.0,-1.0,2.98,20.0,4.406767522799449,1609.7066666666667,12.175889654924148,1633.0,4512.486047950295,-1.0,0.0,0.0,10.630405482963585,3.96223492643006,25.87,18.62,0.04270000000000001,0.04000000000000001,-1.0,0.02093333333333333,0.03,0.0017000000000000001,0.04,0.009399999999999999,0.02,0.008633333333333333,0.02,0.0,0.0,-1.0,0.38364163421201924,1.5170711361433522,0.32269107565894606,0.08011094937865848,0.08743119455953598,0.04373953743914556,0.3670527050892512,1.005945133987432,0.0638275146484375,0.012629936580365429,116.27937449665497,0.0,0.5696268949000942,14.872497081756592,1.7515449318710818,0.4791418355184744,0.9146612825211555,15.0,3332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.006400451512696842,0.007915482117484014,0.00785597284945349,0.034696485847234726,0.04536902531981468,0.03639183193445206,0.005018023529006345,0.0,-1.0,501.75032515143187,502.4589535474515,1.4539635523417473,0.2849744416298605,469.0,467.0,468494194.0,12.587977409362793,12.587977409362793,0.0,0.0,29.464727624257407,30.99217987060547,0.8794735276713934,2.087977409362793,0.0,-1.0,370.9013257071801,390.12886007808993,0.0,0.0,0.0,1.2099999999999997,1.21,10.0,10.0,1.0,-1.0,1.08,6.0,0.961041102138717,1612.4833333333333,11.888848649983826,1633.0,4520.269869594699,-1.0,0.0,0.0,8.779156883019386,3.4091931596786944,27.23,18.62,0.046000000000000034,0.08999999999999986,-1.0,0.008466666666666667,0.02,0.0037333333333333337,0.04,0.00013333333333333334,0.01,0.0062166666666666655,0.02,0.0,0.0,-1.0,0.3801883064281892,1.615813242736149,0.4204907607850815,0.08093485306918441,0.08718744949744653,0.044815225391169236,0.3701786943276723,1.0162444152978356,0.04476165771484375,0.009725605273317717,17.992831597302544,0.0,0.5969361635483801,14.872497081756592,1.7460273846008352,0.4760233918128655,0.9315177409757288,15.0,3332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004199683993356303,0.004335446965415031,0.006021698171583315,0.006209924351423979,0.006525971926748753,0.008914744481444359,0.001107817736283453,0.0,-1.0,501.77662338751276,502.4589535474515,1.4190349780823794,0.3003694828405184,532.0,408.0,483494025.0,12.587977409362793,12.587977409362793,0.0,0.0,29.911469097137452,30.078201293945312,0.09351180528995054,2.087977409362793,0.0,-1.0,376.5248972756196,378.6237184024503,0.0,0.0,0.0,1.2099999999999997,1.21,10.0,10.0,1.0,-1.0,0.815,3.0,0.4906882920959089,1620.1933333333334,1.4711522317180126,1623.0,4541.883290319198,-1.0,0.0,0.0,0.44591493458830117,0.08965570564975525,27.43,5.51,0.015500000000000066,0.03999999999999915,-1.0,0.0045000000000000005,0.01,0.004533333333333333,0.03,0.0,0.0,0.0025833333333333333,0.01,0.0,0.0,-1.0,0.007909716909143204,0.0902238661795974,0.04276362338868448,0.007298325224692869,0.002598566874958971,0.001588362411130085,0.37943289379278816,1.0419695651315177,0.013427734375,0.0029833977692645458,0.3325991915537712,0.0,0.1366055452140669,1.342744767665863,0.13411104162364315,0.4618096357226792,0.998104318448294,14.0,3332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004201080475080138,0.0042858938445958,0.00605429576865087,0.006209924351423979,0.006282035727053881,0.008914744481444359,0.0011152307579360657,0.0,-1.0,501.8278007467436,502.4997512437195,1.459832674350423,0.31368405543285033,451.0,504.0,498494689.0,12.587977409362793,12.587977409362793,0.0,0.0,29.96741558710734,30.078201293945312,0.04716476772398946,2.087977409362793,0.0,-1.0,377.2291504274936,378.6237184024503,0.0,0.0,0.05,1.2099999999999997,1.21,10.0,10.0,1.0,-1.0,0.7587939698492462,3.0,0.5132520737609529,1621.11,0.6010268990097976,1623.0,4544.452979337458,-1.0,0.0,0.0,0.11243319003845016,0.03270356759335794,27.44,5.54,0.014866666666666811,0.05000000000000071,-1.0,0.0070999999999999995,0.01,0.0049,0.03,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0025742686011796015,0.010905906646296114,0.0059801862391155435,0.0071968056617398805,0.0021000898857218625,0.000978173657415991,0.3805295207103093,1.0449810380192242,0.00640869140625,0.00155065608256811,0.0,0.0,0.13556338160945516,1.342744767665863,0.13469622982221582,0.46533490011750883,0.9981655061504763,14.0,3332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004205810535155858,0.004277347903310632,0.005975759960711003,0.006183955818414688,0.006282035727053881,0.008696397766470909,0.0011148186175658505,0.0,-1.0,501.86736208231406,502.4997512437195,1.282233592949467,0.2958770117704718,569.0,373.0,513494520.0,12.587977409362793,12.587977409362793,0.0,0.0,29.972400856018066,30.078201293945312,0.044895032892117444,2.087977409362793,0.0,-1.0,377.29190487992145,378.6237184024503,0.0,0.0,0.04666666666666667,1.2099999999999997,1.21,10.0,10.0,1.0,-1.0,0.78,3.0,0.5758472019555188,1621.1916666666666,0.5887250820393354,1623.0,4544.6819152681755,-1.0,0.0,0.0,0.10262715148644738,0.022675757980715826,27.46,5.54,0.015866666666666838,0.05999999999999872,-1.0,0.0089,0.01,0.004699999999999999,0.03,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.002542407835769024,0.009714895613105175,0.005357246638319018,0.007074800868577358,0.0021321457607164996,0.001120909773665501,0.3806226295232773,1.045236726313374,0.00339508056640625,0.0010074455840620106,0.0,0.0,0.14341800776446084,1.230477750301361,0.13800708969241454,0.479627473806752,0.9980318743613218,15.0,3332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004227844045187036,0.004279784261404226,0.006007983889818812,0.00620478019118309,0.006205606274306774,0.008952119387686253,0.0011404844597733851,0.0,-1.0,501.81685609593336,502.4519877560442,1.2793628053192947,0.2879895715896272,411.0,524.0,528494351.0,12.587977409362793,12.587977409362793,0.0,0.0,29.972677841186524,30.078201293945312,0.04678842323989454,2.087977409362793,0.0,-1.0,377.29539156296477,378.6237184024503,0.0,0.0,0.06,1.2099999999999997,1.21,10.0,10.0,1.0,-1.0,0.8,3.0,0.5385164807134505,1621.1808333333333,0.6039861799375509,1623.0,4544.651546216142,-1.0,0.0,0.0,0.10811689147502443,0.024378382956126373,27.46,5.54,0.016633333333333424,0.03999999999999915,-1.0,0.005966666666666666,0.01,0.004433333333333333,0.03,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0018500677847558028,0.01066583494570192,0.0055245974187796325,0.0067996340133534275,0.0019703656497143804,0.0012152480983017287,0.38059076448281604,1.045149220978714,0.00305938720703125,0.0009243286037071289,0.0,0.0,0.14418214211906566,1.2136935889720917,0.13214017975902015,0.4838337182448037,0.9980878003468184,14.0,3332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00422280488613372,0.004287576316079746,0.00607434021270213,0.00620478019118309,0.006205606274306774,0.008988306857645512,0.0011457858335496881,0.0,-1.0,501.7836752907173,502.49079593560714,1.4668444123291806,0.29418544032120525,590.0,339.0,543494182.0,12.587977409362793,12.587977409362793,0.0,0.0,29.973231773376465,30.078201293945312,0.0475366096003929,2.087977409362793,0.0,-1.0,377.302364448858,378.6237184024503,0.0,0.0,0.06666666666666667,1.2099999999999997,1.21,10.0,10.0,1.0,-1.0,0.725,4.0,0.5825590098865522,1621.1641666666667,0.6059834752055722,1623.0,4544.604824597628,-1.0,0.0,0.0,0.10951436232547564,0.023338951704536,27.46,5.56,0.014166666666666786,0.0400000000000027,-1.0,0.003,0.01,0.0044,0.03,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0014939154893928224,0.010345489081991104,0.005552808890979516,0.006853719005104107,0.001938434240040547,0.001200098649347343,0.38055365294218063,1.045047308106926,0.00305938720703125,0.0008317430883478715,0.0,0.0,0.13307862324058078,1.1465257406234741,0.12384568832101903,0.47995283018867924,0.9983466296180574,14.0,3332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004199206309082607,0.004286082393567388,0.006039197312978407,0.006211218424141407,0.0064357188530266285,0.008988306857645512,0.0011407208897002506,0.0,-1.0,501.8382549723524,502.5156713974202,1.491719874142234,0.30415944994145405,369.0,539.0,558494013.0,12.587977409362793,12.587977409362793,0.0,0.0,29.974062614440918,30.078201293945312,0.044161177266569,2.087977409362793,0.0,-1.0,377.31282305740814,378.6237184024503,0.0,0.0,0.04666666666666667,1.2099999999999997,1.21,10.0,10.0,1.0,-1.0,0.79,3.0,0.534696175411794,1621.1825,0.5824034254706955,1623.0,4544.656218377993,-1.0,0.0,0.0,0.10401401614953416,0.023225345350858854,27.46,5.56,0.012500000000000082,0.05000000000000071,-1.0,0.005733333333333334,0.01,0.004233333333333334,0.03,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0015362830645640965,0.009730912624099532,0.005382539654912658,0.007019837887859323,0.001969548541788119,0.0011413052816508966,0.3805517636736234,1.0450421199422488,0.00356292724609375,0.0007421009998184654,0.0,0.0,0.134113825100681,1.1465257406234741,0.125849400284556,0.49702734839476814,0.9983087187373223,15.0,3332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
