category,file_name,source_path,source_relative_path,size_bytes,sha256,duplicate_count,raw_label,mapped_label,trainable,source_type,source_url,resolved_download_url,provenance_status,expert_username,expert_quote,parse_message_count,parse_message_types
verified_labeled,log_0005_compass_interference.bin,downloads/log_0005_compass_interference.bin,downloads/log_0005_compass_interference.bin,94208,12ee853194f5dd8c499850d524eb385c25e34f36e5d39e41a2db716781576a9c,1,COMPASS_INTERFERENCE,compass_interference,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/crash-analysis-strange-flight-behavior/33345,https://discuss.ardupilot.org/uploads/default/original/3X/0/b/0beedf6d3ca0b7cfee74a05c5236accaf7161563.BIN,downloaded,,,2510,30
verified_labeled,log_0010_ekf_failure.bin,downloads/log_0010_ekf_failure.bin,downloads/log_0010_ekf_failure.bin,24297472,14f3d252710e50340ce0ccf873d76b405d1cc49e03ddc3826f63d81d3c1f7a3c,1,EKF_FAILURE,ekf_failure,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/ekf3-position-still-going-mad-in-beta5-drone-crashed/73859,https://kopterkraft.com/downloads-static/2021-07-07%2012-06-56.bin,downloaded,,,3000,51
verified_labeled,log_0006_compass_interference.bin,downloads/log_0006_compass_interference.bin,downloads/log_0006_compass_interference.bin,376832,16c0fe0044cff1cc632979a2355a9869b1911f445f96766d8bb997a3df653ded,1,COMPASS_INTERFERENCE,compass_interference,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/major-ek2-fail-and-big-crash/19650,https://discuss.ardupilot.org/uploads/default/original/2X/1/1ddc2051ccc5fd63ccf9aee6528a05afacc9e5d3.bin,downloaded,,,3000,39
verified_labeled,log_0001_vibration_high.bin,downloads/log_0001_vibration_high.bin,downloads/log_0001_vibration_high.bin,987473,33c535f6f0edb143bb85909901be52bd73542206e3116ae9ddf22b1c42606cfb,1,VIBRATION_HIGH,vibration_high,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/crash-help-with-bin-analysis/42329,https://discuss.ardupilot.org/uploads/default/original/3X/7/6/76e9fe83154fe88ff318770a60b493056acb5ad0.bin,downloaded,,,3000,50
verified_labeled,log_0013_power_instability.bin,downloads/log_0013_power_instability.bin,downloads/log_0013_power_instability.bin,2039074,5c454779ece1c78ef0423b23b252d00b17983b2de7c621f8f8706350002e55f1,1,POWER_INSTABILITY,power_instability,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/loiter-issue-no-mag-data-bad-motor-balance/18364,https://discuss.ardupilot.org/uploads/default/original/2X/3/31208f6eff64a2551745ff35aca23cdfe9279d4d.bin,downloaded,,,3000,41
verified_labeled,log_0012_power_instability.bin,downloads/log_0012_power_instability.bin,downloads/log_0012_power_instability.bin,946176,694da9f46e9da78a4bae2a418de89a4955d971ba36425d6f88c6136e3bd66f2e,1,POWER_INSTABILITY,power_instability,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/ac-copter-3-7-dev-fell-from-the-sky-crash-log/37800,https://discuss.ardupilot.org/uploads/default/original/3X/4/d/4dd812963834b929b0b7e09df796084d08cf5f74.BIN,downloaded,,,3000,37
verified_labeled,log_0003_vibration_high.bin,downloads/log_0003_vibration_high.bin,downloads/log_0003_vibration_high.bin,3911181,7065a3cd0fbd3c5ce178964dcbb64979fc878d0900fc5f5cb6f30d60d3d9d794,1,VIBRATION_HIGH,vibration_high,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/crash-hexacopter-suddenly-crashed-while-auto/83521,https://www.dropbox.com/s/dunql28hfaatnw6/crash.BIN?dl=1,downloaded,,,3000,49
verified_labeled,log_0009_ekf_failure.bin,downloads/log_0009_ekf_failure.bin,downloads/log_0009_ekf_failure.bin,60309504,97845b23ea0075bc6da428f47e9ed4280924a8a9bb8c946ff8835a21eee5192b,1,EKF_FAILURE,ekf_failure,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/ekf3-position-still-going-mad-in-beta5-drone-crashed/73859,https://kopterkraft.com/downloads-static/00000001.BIN,downloaded,,,3000,49
verified_labeled,log_0004_compass_interference.bin,downloads/log_0004_compass_interference.bin,downloads/log_0004_compass_interference.bin,806912,b0db91ee3d6a7f0af25dbc4cf97a65e1287a47d8b91fc4973fd5d555f8aab8c0,1,COMPASS_INTERFERENCE,compass_interference,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/hexacopter-drifting-away-crash-log-video/26675,https://discuss.ardupilot.org/uploads/default/original/2X/a/ae37876c5612fc9b39ec4f964e98711c1486eb27.BIN,downloaded,,,3000,42
verified_labeled,log_0007_gps_quality_poor.bin,downloads/log_0007_gps_quality_poor.bin,downloads/log_0007_gps_quality_poor.bin,920999,b9daccd2634d195c9a9312b31e6aa43a5a0a775109a04b6eb57afa61d9c081ef,1,GPS_QUALITY_POOR,gps_quality_poor,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/3dr-iris-crashed-after-3-successful-waypoints-mission/9269,https://discuss.ardupilot.org/uploads/default/original/2X/a/adab74336ca2529838e73deed416877ddca176de.BIN,downloaded,,,3000,29
verified_labeled,log_0002_vibration_high.bin,downloads/log_0002_vibration_high.bin,downloads/log_0002_vibration_high.bin,879560,c1bcef192fec48c4eadf1da2a5c62215abc035330b9f56bc5b0e8ecd2a78236f,1,VIBRATION_HIGH,vibration_high,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/copter-crash-althold/60815,https://discuss.ardupilot.org/uploads/short-url/nXvTLdPIdPX5qTGHEma1Ap4asC5.BIN,downloaded,,,3000,51
verified_labeled,log_0011_power_instability.bin,downloads/log_0011_power_instability.bin,downloads/log_0011_power_instability.bin,270336,db9fa2016d4646c486498bcff3915ca121f85f4f0509a2e6b8e5f5dbf8d7ee6f,1,POWER_INSTABILITY,power_instability,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/large-10kg-payload-drone-crash-on-take-off-please-help/11083,https://discuss.ardupilot.org/uploads/default/original/2X/8/8f9c107abf27bf95d6872b75b85d1c9a85d9b1cf.bin,downloaded,,,3000,34
verified_labeled,log_0008_ekf_failure.bin,downloads/log_0008_ekf_failure.bin,downloads/log_0008_ekf_failure.bin,28622848,f121066e7e1c6eb2ce0be294f1ead978e6624eda78126de80d177cac784dd097,1,EKF_FAILURE,ekf_failure,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/stil-fw-4-2-0dev-crashes-the-plane-with-ahrs-ekf3-lane-switch-0-message/77702,https://www.dropbox.com/s/rxiochh02lb2esi/00000057.BIN?dl=1,downloaded,,,3000,65
